   "X m"          "Y m"          "Z m"        "U m/s"     "V m/s"        "W m/s"     "uu m^2/s^2" "vv m^2/s^2"   "uv m^2/s^2" 
-0.1835207000  0.0722183000  0.1800000000  7.2427092000  0.0533792000 -0.0094020000  0.6587753000  0.2314536000 -0.1433857000
-0.1809785000  0.0722183000  0.1800000000  7.2421794000  0.0548415000 -0.0114236000  0.6604244000  0.2281357000 -0.1394550000
-0.1784364000  0.0722183000  0.1800000000  7.2413311000  0.0556684000 -0.0200282000  0.6627229000  0.2262139000 -0.1371498000
-0.1758943000  0.0722183000  0.1800000000  7.2430391000  0.0560447000 -0.0261720000  0.6659692000  0.2260764000 -0.1383375000
-0.1733522000  0.0722183000  0.1800000000  7.2459455000  0.0549341000 -0.0184226000  0.6675737000  0.2262468000 -0.1394352000
-0.1708100000  0.0722183000  0.1800000000  7.2471018000  0.0552121000 -0.0163007000  0.6664811000  0.2270517000 -0.1411473000
-0.1682679000  0.0722183000  0.1800000000  7.2459526000  0.0556705000 -0.0156081000  0.6649055000  0.2283837000 -0.1434566000
-0.1657258000  0.0722183000  0.1800000000  7.2429986000  0.0555600000 -0.0109676000  0.6650494000  0.2296708000 -0.1460065000
-0.1631836000  0.0722183000  0.1800000000  7.2365060000  0.0612565000 -0.0129638000  0.6650869000  0.2276843000 -0.1470128000
-0.1606415000  0.0722183000  0.1800000000  7.2335186000  0.0629657000 -0.0124834000  0.6665282000  0.2281510000 -0.1469363000
-0.1580994000  0.0722183000  0.1800000000  7.2316003000  0.0629366000 -0.0137925000  0.6659994000  0.2270350000 -0.1443966000
-0.1555573000  0.0722183000  0.1800000000  7.2297926000  0.0623292000 -0.0169498000  0.6652144000  0.2247382000 -0.1408372000
-0.1530151000  0.0722183000  0.1800000000  7.2287240000  0.0622041000 -0.0203175000  0.6676945000  0.2233276000 -0.1390387000
-0.1504730000  0.0722183000  0.1800000000  7.2289963000  0.0655194000 -0.0205490000  0.6695199000  0.2230684000 -0.1428122000
-0.1479309000  0.0722183000  0.1800000000  7.2309260000  0.0707784000 -0.0106607000  0.6728477000  0.2238158000 -0.1450360000
-0.1453887000  0.0722183000  0.1800000000  7.2337408000  0.0740069000 -0.0043051000  0.6762859000  0.2225642000 -0.1441301000
-0.1428466000  0.0722183000  0.1800000000  7.2368417000  0.0743178000 -0.0047042000  0.6773139000  0.2202102000 -0.1409676000
-0.1403045000  0.0722183000  0.1800000000  7.2377281000  0.0732353000 -0.0069898000  0.6717420000  0.2210895000 -0.1386935000
-0.1377624000  0.0722183000  0.1800000000  7.2376337000  0.0720884000 -0.0091153000  0.6649414000  0.2185677000 -0.1352300000
-0.1352202000  0.0722183000  0.1800000000  7.2377000000  0.0657621000 -0.0078238000  0.6619276000  0.2167122000 -0.1324912000
-0.1326781000  0.0722183000  0.1800000000  7.2375078000  0.0613400000 -0.0060281000  0.6629813000  0.2175821000 -0.1330292000
-0.1301360000  0.0722183000  0.1800000000  7.2364511000  0.0625253000 -0.0055827000  0.6670818000  0.2217401000 -0.1372971000
-0.1275938000  0.0722183000  0.1800000000  7.2352753000  0.0672298000 -0.0065413000  0.6710710000  0.2273804000 -0.1420628000
-0.1250517000  0.0722183000  0.1800000000  7.2330885000  0.0669595000 -0.0058322000  0.6748201000  0.2295757000 -0.1434576000
-0.1225096000  0.0722183000  0.1800000000  7.2305899000  0.0688014000 -0.0056451000  0.6796908000  0.2303071000 -0.1431707000
-0.1199675000  0.0722183000  0.1800000000  7.2288547000  0.0722857000 -0.0051224000  0.6838133000  0.2313057000 -0.1432559000
-0.1174253000  0.0722183000  0.1800000000  7.2281389000  0.0757114000 -0.0039349000  0.6855273000  0.2338106000 -0.1450825000
-0.1148832000  0.0722183000  0.1800000000  7.2281981000  0.0753911000 -0.0055557000  0.6854055000  0.2373475000 -0.1471233000
-0.1123411000  0.0722183000  0.1800000000  7.2289343000  0.0760924000 -0.0044404000  0.6859391000  0.2383352000 -0.1518058000
-0.1097989000  0.0722183000  0.1800000000  7.2287431000  0.0761446000 -0.0030952000  0.6861999000  0.2377618000 -0.1551292000
-0.1072568000  0.0722183000  0.1800000000  7.2284241000  0.0746004000 -0.0038125000  0.6855041000  0.2359538000 -0.1563413000
-0.1047147000  0.0722183000  0.1800000000  7.2290277000  0.0710458000 -0.0077343000  0.6831656000  0.2332828000 -0.1557407000
-0.1021726000  0.0722183000  0.1800000000  7.2324696000  0.0690726000 -0.0017887000  0.6782025000  0.2316690000 -0.1553528000
-0.0996304000  0.0722183000  0.1800000000  7.2352319000  0.0665501000  0.0041513000  0.6728417000  0.2331134000 -0.1550278000
-0.0970883000  0.0722183000  0.1800000000  7.2380939000  0.0659260000  0.0094960000  0.6692276000  0.2348508000 -0.1546273000
-0.0945462000  0.0722183000  0.1800000000  7.2406564000  0.0671530000  0.0122284000  0.6680834000  0.2359708000 -0.1543119000
-0.0920040000  0.0722183000  0.1800000000  7.2436609000  0.0685883000  0.0092760000  0.6694503000  0.2365898000 -0.1544831000
-0.0894619000  0.0722183000  0.1800000000  7.2485728000  0.0647434000  0.0047779000  0.6702038000  0.2366896000 -0.1546293000
-0.0869198000  0.0722183000  0.1800000000  7.2531281000  0.0595435000  0.0001234000  0.6682789000  0.2350652000 -0.1530366000
-0.0843777000  0.0722183000  0.1800000000  7.2585440000  0.0553535000  0.0012371000  0.6641834000  0.2339550000 -0.1501355000
-0.0818355000  0.0722183000  0.1800000000  7.2640214000  0.0533221000  0.0077214000  0.6590827000  0.2336115000 -0.1466088000
-0.0792934000  0.0722183000  0.1800000000  7.2685738000  0.0532387000  0.0100791000  0.6556007000  0.2315525000 -0.1436948000
-0.0767513000  0.0722183000  0.1800000000  7.2718329000  0.0524973000  0.0067089000  0.6593606000  0.2310216000 -0.1425894000
-0.0742091000  0.0722183000  0.1800000000  7.2735023000  0.0519698000  0.0018144000  0.6664891000  0.2310542000 -0.1428538000
-0.0716670000  0.0722183000  0.1800000000  7.2742586000  0.0490562000 -0.0006377000  0.6747357000  0.2323034000 -0.1451931000
-0.0691249000  0.0722183000  0.1800000000  7.2736754000  0.0433223000  0.0007706000  0.6811368000  0.2349600000 -0.1494169000
-0.0665828000  0.0722183000  0.1800000000  7.2726960000  0.0418499000 -0.0001115000  0.6796833000  0.2377908000 -0.1525407000
-0.0640406000  0.0722183000  0.1800000000  7.2733779000  0.0416077000 -0.0054386000  0.6799092000  0.2363490000 -0.1538031000
-0.0614985000  0.0722183000  0.1800000000  7.2742376000  0.0393044000 -0.0048640000  0.6799493000  0.2338445000 -0.1527902000
-0.0589564000  0.0722183000  0.1800000000  7.2752104000  0.0370035000  0.0004414000  0.6804711000  0.2320426000 -0.1510560000
-0.0564142000  0.0722183000  0.1800000000  7.2773490000  0.0372657000  0.0063342000  0.6823944000  0.2323400000 -0.1505070000
-0.0538721000  0.0722183000  0.1800000000  7.2795548000  0.0378649000  0.0046165000  0.6840147000  0.2349019000 -0.1519222000
-0.0513300000  0.0722183000  0.1800000000  7.2809620000  0.0351258000  0.0013274000  0.6834962000  0.2350547000 -0.1525724000
-0.0487879000  0.0722183000  0.1800000000  7.2833939000  0.0320757000 -0.0007793000  0.6818024000  0.2337039000 -0.1538450000
-0.0462457000  0.0722183000  0.1800000000  7.2866569000  0.0296874000 -0.0006129000  0.6819206000  0.2333270000 -0.1569037000
-0.0437036000  0.0722183000  0.1800000000  7.2906389000  0.0282145000  0.0021658000  0.6878415000  0.2371194000 -0.1626377000
-0.0411615000  0.0722183000  0.1800000000  7.2937980000  0.0301725000  0.0061221000  0.6917511000  0.2367817000 -0.1627069000
-0.0386193000  0.0722183000  0.1800000000  7.2978678000  0.0303981000  0.0075709000  0.6925502000  0.2339368000 -0.1597567000
-0.0360772000  0.0722183000  0.1800000000  7.3024049000  0.0275989000  0.0069717000  0.6903026000  0.2307900000 -0.1555093000
-0.0335351000  0.0722183000  0.1800000000  7.3070722000  0.0235673000  0.0073119000  0.6855233000  0.2288201000 -0.1509143000
-0.0309930000  0.0722183000  0.1800000000  7.3115444000  0.0237928000  0.0150175000  0.6793160000  0.2291360000 -0.1463554000
-0.0284508000  0.0722183000  0.1800000000  7.3155088000  0.0229194000  0.0191321000  0.6756171000  0.2306503000 -0.1444810000
-0.0259087000  0.0722183000  0.1800000000  7.3196821000  0.0196304000  0.0232378000  0.6690469000  0.2334898000 -0.1431383000
-0.1860628000  0.0747904000  0.1800000000  7.2768283000  0.0498730000 -0.0183032000  0.6530079000  0.2356644000 -0.1474940000
-0.1835207000  0.0747904000  0.1800000000  7.2755575000  0.0541093000 -0.0159739000  0.6540427000  0.2334657000 -0.1460175000
-0.1809785000  0.0747904000  0.1800000000  7.2743711000  0.0561761000 -0.0162445000  0.6562636000  0.2318242000 -0.1427141000
-0.1784364000  0.0747904000  0.1800000000  7.2741013000  0.0559781000 -0.0207955000  0.6598224000  0.2324364000 -0.1398887000
-0.1758943000  0.0747904000  0.1800000000  7.2752428000  0.0567114000 -0.0234828000  0.6634141000  0.2325850000 -0.1404344000
-0.1733522000  0.0747904000  0.1800000000  7.2755699000  0.0551063000 -0.0203420000  0.6657070000  0.2315898000 -0.1407226000
-0.1708100000  0.0747904000  0.1800000000  7.2751784000  0.0547636000 -0.0191075000  0.6649475000  0.2314921000 -0.1413050000
-0.1682679000  0.0747904000  0.1800000000  7.2736807000  0.0556958000 -0.0179744000  0.6631866000  0.2327792000 -0.1434122000
-0.1657258000  0.0747904000  0.1800000000  7.2712369000  0.0574877000 -0.0145445000  0.6626181000  0.2351075000 -0.1474656000
-0.1631836000  0.0747904000  0.1800000000  7.2657480000  0.0608927000 -0.0118169000  0.6616910000  0.2344972000 -0.1483466000
-0.1606415000  0.0747904000  0.1800000000  7.2630749000  0.0621918000 -0.0102088000  0.6634781000  0.2340994000 -0.1480800000
-0.1580994000  0.0747904000  0.1800000000  7.2617326000  0.0625699000 -0.0156043000  0.6638119000  0.2310245000 -0.1459259000
-0.1555573000  0.0747904000  0.1800000000  7.2611799000  0.0626294000 -0.0234297000  0.6646564000  0.2270522000 -0.1434834000
-0.1530151000  0.0747904000  0.1800000000  7.2621593000  0.0629621000 -0.0253208000  0.6699216000  0.2256573000 -0.1433644000
-0.1504730000  0.0747904000  0.1800000000  7.2627182000  0.0660030000 -0.0273144000  0.6715670000  0.2240699000 -0.1466439000
-0.1479309000  0.0747904000  0.1800000000  7.2637424000  0.0713823000 -0.0212350000  0.6722358000  0.2239780000 -0.1475565000
-0.1453887000  0.0747904000  0.1800000000  7.2652955000  0.0748976000 -0.0159854000  0.6725682000  0.2229501000 -0.1448746000
-0.1428466000  0.0747904000  0.1800000000  7.2675881000  0.0756196000 -0.0150926000  0.6713104000  0.2213363000 -0.1399678000
-0.1403045000  0.0747904000  0.1800000000  7.2690883000  0.0751721000 -0.0183394000  0.6651880000  0.2218487000 -0.1367159000
-0.1377624000  0.0747904000  0.1800000000  7.2702255000  0.0735920000 -0.0165154000  0.6599989000  0.2200235000 -0.1322451000
-0.1352202000  0.0747904000  0.1800000000  7.2708530000  0.0657163000 -0.0137431000  0.6569663000  0.2192892000 -0.1294570000
-0.1326781000  0.0747904000  0.1800000000  7.2710009000  0.0596879000 -0.0104560000  0.6563645000  0.2200186000 -0.1301180000
-0.1301360000  0.0747904000  0.1800000000  7.2701735000  0.0603401000 -0.0085049000  0.6583452000  0.2226220000 -0.1344706000
-0.1275938000  0.0747904000  0.1800000000  7.2684870000  0.0672006000 -0.0133378000  0.6633677000  0.2280825000 -0.1402529000
-0.1250517000  0.0747904000  0.1800000000  7.2655506000  0.0688264000 -0.0119363000  0.6688432000  0.2316152000 -0.1424404000
-0.1225096000  0.0747904000  0.1800000000  7.2624583000  0.0713757000 -0.0115148000  0.6734762000  0.2322534000 -0.1421556000
-0.1199675000  0.0747904000  0.1800000000  7.2601562000  0.0744251000 -0.0107727000  0.6763101000  0.2319730000 -0.1417435000
-0.1174253000  0.0747904000  0.1800000000  7.2588129000  0.0767169000 -0.0083503000  0.6766859000  0.2329563000 -0.1429785000
-0.1148832000  0.0747904000  0.1800000000  7.2585354000  0.0761540000 -0.0063424000  0.6747611000  0.2372669000 -0.1447996000
-0.1123411000  0.0747904000  0.1800000000  7.2602339000  0.0777350000 -0.0030130000  0.6734959000  0.2391094000 -0.1487463000
-0.1097989000  0.0747904000  0.1800000000  7.2605333000  0.0774574000 -0.0009325000  0.6748534000  0.2388565000 -0.1515424000
-0.1072568000  0.0747904000  0.1800000000  7.2603860000  0.0745915000 -0.0020202000  0.6770292000  0.2372394000 -0.1525751000
-0.1047147000  0.0747904000  0.1800000000  7.2614694000  0.0697525000 -0.0069003000  0.6770325000  0.2353098000 -0.1521511000
-0.1021726000  0.0747904000  0.1800000000  7.2656498000  0.0683620000 -0.0028882000  0.6724241000  0.2352827000 -0.1526917000
-0.0996304000  0.0747904000  0.1800000000  7.2688761000  0.0658212000  0.0005467000  0.6669794000  0.2372489000 -0.1529180000
-0.0970883000  0.0747904000  0.1800000000  7.2711358000  0.0644266000  0.0049331000  0.6630871000  0.2384449000 -0.1524554000
-0.0945462000  0.0747904000  0.1800000000  7.2723255000  0.0644058000  0.0077072000  0.6614345000  0.2380869000 -0.1515204000
-0.0920040000  0.0747904000  0.1800000000  7.2742448000  0.0647213000  0.0035368000  0.6618704000  0.2365759000 -0.1507920000
-0.0894619000  0.0747904000  0.1800000000  7.2796564000  0.0601764000  0.0017621000  0.6623718000  0.2359670000 -0.1518497000
-0.0869198000  0.0747904000  0.1800000000  7.2846050000  0.0555075000 -0.0009991000  0.6615795000  0.2340256000 -0.1504834000
-0.0843777000  0.0747904000  0.1800000000  7.2901192000  0.0525271000  0.0005554000  0.6589906000  0.2331749000 -0.1477633000
-0.0818355000  0.0747904000  0.1800000000  7.2950454000  0.0518132000  0.0062713000  0.6552385000  0.2335492000 -0.1447532000
-0.0792934000  0.0747904000  0.1800000000  7.2976875000  0.0524272000  0.0081517000  0.6529840000  0.2321026000 -0.1428018000
-0.0767513000  0.0747904000  0.1800000000  7.2997255000  0.0511291000  0.0037537000  0.6563382000  0.2324508000 -0.1430496000
-0.0742091000  0.0747904000  0.1800000000  7.3011260000  0.0509551000 -0.0006060000  0.6632329000  0.2323990000 -0.1439249000
-0.0716670000  0.0747904000  0.1800000000  7.3020277000  0.0491608000 -0.0030686000  0.6711497000  0.2331940000 -0.1462921000
-0.0691249000  0.0747904000  0.1800000000  7.3017468000  0.0447799000 -0.0030935000  0.6772028000  0.2355212000 -0.1502866000
-0.0665828000  0.0747904000  0.1800000000  7.3021283000  0.0435627000 -0.0029808000  0.6771171000  0.2379726000 -0.1534997000
-0.0640406000  0.0747904000  0.1800000000  7.3028898000  0.0428699000 -0.0067577000  0.6770727000  0.2371444000 -0.1550130000
-0.0614985000  0.0747904000  0.1800000000  7.3030238000  0.0392790000 -0.0054365000  0.6763362000  0.2346666000 -0.1538539000
-0.0589564000  0.0747904000  0.1800000000  7.3029451000  0.0354187000 -0.0011022000  0.6764423000  0.2327766000 -0.1518134000
-0.0564142000  0.0747904000  0.1800000000  7.3044829000  0.0345995000  0.0018900000  0.6790932000  0.2336343000 -0.1512821000
-0.0538721000  0.0747904000  0.1800000000  7.3094797000  0.0355093000 -0.0003695000  0.6830342000  0.2372179000 -0.1542029000
-0.0513300000  0.0747904000  0.1800000000  7.3136845000  0.0333331000 -0.0041649000  0.6825417000  0.2379970000 -0.1553557000
-0.0487879000  0.0747904000  0.1800000000  7.3180089000  0.0312454000 -0.0066731000  0.6803424000  0.2376774000 -0.1565661000
-0.0462457000  0.0747904000  0.1800000000  7.3217473000  0.0300613000 -0.0064982000  0.6797962000  0.2381360000 -0.1592447000
-0.0437036000  0.0747904000  0.1800000000  7.3245277000  0.0296593000 -0.0029342000  0.6846814000  0.2413078000 -0.1644740000
-0.0411615000  0.0747904000  0.1800000000  7.3265738000  0.0306972000  0.0007818000  0.6855357000  0.2389088000 -0.1631087000
-0.0386193000  0.0747904000  0.1800000000  7.3301506000  0.0302260000  0.0014624000  0.6845561000  0.2358188000 -0.1596835000
-0.0360772000  0.0747904000  0.1800000000  7.3349600000  0.0267086000  0.0012782000  0.6811042000  0.2333962000 -0.1553278000
-0.0335351000  0.0747904000  0.1800000000  7.3405628000  0.0219578000  0.0027263000  0.6756418000  0.2319247000 -0.1507183000
-0.0309930000  0.0747904000  0.1800000000  7.3462420000  0.0217676000  0.0093077000  0.6698906000  0.2306390000 -0.1462308000
-0.0284508000  0.0747904000  0.1800000000  7.3500037000  0.0219409000  0.0159578000  0.6667348000  0.2321380000 -0.1440227000
-0.0259087000  0.0747904000  0.1800000000  7.3528867000  0.0199856000  0.0225414000  0.6624832000  0.2346214000 -0.1425844000
-0.1860628000  0.0773625000  0.1800000000  7.3080711000  0.0484669000 -0.0241020000  0.6486948000  0.2368292000 -0.1478296000
-0.1835207000  0.0773625000  0.1800000000  7.3061085000  0.0539535000 -0.0226652000  0.6475626000  0.2353877000 -0.1477921000
-0.1809785000  0.0773625000  0.1800000000  7.3050566000  0.0568364000 -0.0209172000  0.6491529000  0.2349161000 -0.1460819000
-0.1784364000  0.0773625000  0.1800000000  7.3053446000  0.0565532000 -0.0208336000  0.6529886000  0.2363486000 -0.1439851000
-0.1758943000  0.0773625000  0.1800000000  7.3065176000  0.0573533000 -0.0193061000  0.6550136000  0.2366560000 -0.1429319000
-0.1733522000  0.0773625000  0.1800000000  7.3053246000  0.0551885000 -0.0182722000  0.6585642000  0.2360868000 -0.1422673000
-0.1708100000  0.0773625000  0.1800000000  7.3034859000  0.0545693000 -0.0185069000  0.6602045000  0.2358347000 -0.1417464000
-0.1682679000  0.0773625000  0.1800000000  7.3012037000  0.0558184000 -0.0188806000  0.6602607000  0.2368330000 -0.1433746000
-0.1657258000  0.0773625000  0.1800000000  7.2990046000  0.0583367000 -0.0177902000  0.6597197000  0.2394681000 -0.1481551000
-0.1631836000  0.0773625000  0.1800000000  7.2949057000  0.0602185000 -0.0123540000  0.6590788000  0.2410703000 -0.1489863000
-0.1606415000  0.0773625000  0.1800000000  7.2921000000  0.0615689000 -0.0121009000  0.6611618000  0.2389788000 -0.1484832000
-0.1580994000  0.0773625000  0.1800000000  7.2907858000  0.0619717000 -0.0196409000  0.6622611000  0.2347365000 -0.1469407000
-0.1555573000  0.0773625000  0.1800000000  7.2911501000  0.0617256000 -0.0276181000  0.6641840000  0.2304681000 -0.1457272000
-0.1530151000  0.0773625000  0.1800000000  7.2942133000  0.0616228000 -0.0253613000  0.6702964000  0.2285603000 -0.1466495000
-0.1504730000  0.0773625000  0.1800000000  7.2953782000  0.0654920000 -0.0275973000  0.6694223000  0.2259740000 -0.1489173000
-0.1479309000  0.0773625000  0.1800000000  7.2956257000  0.0716129000 -0.0262204000  0.6661886000  0.2246257000 -0.1483084000
-0.1453887000  0.0773625000  0.1800000000  7.2955604000  0.0755881000 -0.0243034000  0.6637347000  0.2236727000 -0.1447098000
-0.1428466000  0.0773625000  0.1800000000  7.2962976000  0.0761570000 -0.0240911000  0.6617920000  0.2229839000 -0.1395562000
-0.1403045000  0.0773625000  0.1800000000  7.2977343000  0.0744336000 -0.0276312000  0.6569971000  0.2229263000 -0.1359174000
-0.1377624000  0.0773625000  0.1800000000  7.3001699000  0.0727729000 -0.0220162000  0.6545905000  0.2221102000 -0.1313821000
-0.1352202000  0.0773625000  0.1800000000  7.3014398000  0.0647620000 -0.0200778000  0.6528036000  0.2223710000 -0.1284313000
-0.1326781000  0.0773625000  0.1800000000  7.3019795000  0.0586547000 -0.0187218000  0.6514122000  0.2224221000 -0.1286715000
-0.1301360000  0.0773625000  0.1800000000  7.3015413000  0.0595838000 -0.0175104000  0.6512751000  0.2227390000 -0.1326766000
-0.1275938000  0.0773625000  0.1800000000  7.3001351000  0.0678140000 -0.0219331000  0.6559000000  0.2276854000 -0.1395842000
-0.1250517000  0.0773625000  0.1800000000  7.2972469000  0.0714031000 -0.0191371000  0.6624055000  0.2327318000 -0.1427180000
-0.1225096000  0.0773625000  0.1800000000  7.2940645000  0.0746620000 -0.0183253000  0.6656309000  0.2335175000 -0.1421142000
-0.1199675000  0.0773625000  0.1800000000  7.2913971000  0.0769309000 -0.0178390000  0.6658471000  0.2324571000 -0.1405175000
-0.1174253000  0.0773625000  0.1800000000  7.2894678000  0.0773874000 -0.0154244000  0.6639006000  0.2326460000 -0.1403845000
-0.1148832000  0.0773625000  0.1800000000  7.2893682000  0.0763908000 -0.0108845000  0.6602592000  0.2373601000 -0.1418378000
-0.1123411000  0.0773625000  0.1800000000  7.2914610000  0.0789480000 -0.0048631000  0.6583493000  0.2396378000 -0.1447988000
-0.1097989000  0.0773625000  0.1800000000  7.2920308000  0.0788794000 -0.0011736000  0.6609095000  0.2397360000 -0.1468102000
-0.1072568000  0.0773625000  0.1800000000  7.2919068000  0.0754407000 -0.0005550000  0.6653819000  0.2385808000 -0.1477185000
-0.1047147000  0.0773625000  0.1800000000  7.2927608000  0.0698995000 -0.0023524000  0.6676554000  0.2374659000 -0.1481168000
-0.1021726000  0.0773625000  0.1800000000  7.2970963000  0.0690072000 -0.0003074000  0.6662017000  0.2383169000 -0.1498106000
-0.0996304000  0.0773625000  0.1800000000  7.3000746000  0.0668757000  0.0003575000  0.6620154000  0.2401620000 -0.1500766000
-0.0970883000  0.0773625000  0.1800000000  7.3019090000  0.0649566000  0.0023087000  0.6586244000  0.2406947000 -0.1493769000
-0.0945462000  0.0773625000  0.1800000000  7.3027630000  0.0634409000  0.0037349000  0.6569784000  0.2393033000 -0.1483922000
-0.0920040000  0.0773625000  0.1800000000  7.3047667000  0.0617876000 -0.0000928000  0.6567439000  0.2364519000 -0.1481170000
-0.0894619000  0.0773625000  0.1800000000  7.3102560000  0.0564298000  0.0002122000  0.6563057000  0.2357971000 -0.1497515000
-0.0869198000  0.0773625000  0.1800000000  7.3147068000  0.0521263000  0.0003663000  0.6556877000  0.2340682000 -0.1483818000
-0.0843777000  0.0773625000  0.1800000000  7.3191204000  0.0506211000  0.0013002000  0.6549597000  0.2332548000 -0.1454703000
-0.0818355000  0.0773625000  0.1800000000  7.3224998000  0.0517396000  0.0029012000  0.6542082000  0.2335012000 -0.1426383000
-0.0792934000  0.0773625000  0.1800000000  7.3235979000  0.0526230000  0.0035283000  0.6538336000  0.2324184000 -0.1421934000
-0.0767513000  0.0773625000  0.1800000000  7.3253355000  0.0501787000  0.0000133000  0.6569369000  0.2336374000 -0.1442044000
-0.0742091000  0.0773625000  0.1800000000  7.3266845000  0.0492711000 -0.0013537000  0.6621695000  0.2342551000 -0.1461618000
-0.0716670000  0.0773625000  0.1800000000  7.3277783000  0.0481691000 -0.0023118000  0.6674267000  0.2351642000 -0.1488654000
-0.0691249000  0.0773625000  0.1800000000  7.3279781000  0.0458577000 -0.0042039000  0.6708434000  0.2368490000 -0.1524995000
-0.0665828000  0.0773625000  0.1800000000  7.3291774000  0.0449190000 -0.0055514000  0.6714240000  0.2379488000 -0.1547405000
-0.0640406000  0.0773625000  0.1800000000  7.3298693000  0.0434546000 -0.0067290000  0.6717426000  0.2372901000 -0.1550581000
-0.0614985000  0.0773625000  0.1800000000  7.3302250000  0.0385776000 -0.0060398000  0.6710632000  0.2349823000 -0.1539157000
-0.0589564000  0.0773625000  0.1800000000  7.3306270000  0.0334560000 -0.0039098000  0.6710967000  0.2332864000 -0.1526317000
-0.0564142000  0.0773625000  0.1800000000  7.3327613000  0.0318369000 -0.0016423000  0.6737869000  0.2346070000 -0.1528197000
-0.0538721000  0.0773625000  0.1800000000  7.3393497000  0.0318390000 -0.0036811000  0.6782802000  0.2386235000 -0.1566056000
-0.0513300000  0.0773625000  0.1800000000  7.3457198000  0.0301046000 -0.0057708000  0.6791207000  0.2403563000 -0.1582956000
-0.0487879000  0.0773625000  0.1800000000  7.3515625000  0.0298713000 -0.0067954000  0.6789464000  0.2415219000 -0.1594881000
-0.0462457000  0.0773625000  0.1800000000  7.3556190000  0.0308626000 -0.0063332000  0.6791998000  0.2428738000 -0.1612118000
-0.0437036000  0.0773625000  0.1800000000  7.3573370000  0.0311979000 -0.0044285000  0.6808918000  0.2446673000 -0.1641649000
-0.0411615000  0.0773625000  0.1800000000  7.3597059000  0.0308711000 -0.0056795000  0.6778902000  0.2397266000 -0.1611085000
-0.0386193000  0.0773625000  0.1800000000  7.3635378000  0.0300501000 -0.0063355000  0.6745959000  0.2370605000 -0.1576461000
-0.0360772000  0.0773625000  0.1800000000  7.3682742000  0.0268262000 -0.0047940000  0.6700502000  0.2354822000 -0.1539275000
-0.0335351000  0.0773625000  0.1800000000  7.3734593000  0.0222603000 -0.0004146000  0.6642989000  0.2342152000 -0.1501539000
-0.0309930000  0.0773625000  0.1800000000  7.3786106000  0.0207982000  0.0066194000  0.6584438000  0.2327128000 -0.1466328000
-0.0284508000  0.0773625000  0.1800000000  7.3820801000  0.0212764000  0.0143585000  0.6559475000  0.2333739000 -0.1443574000
-0.0259087000  0.0773625000  0.1800000000  7.3842897000  0.0210831000  0.0238394000  0.6543999000  0.2347442000 -0.1426243000
-0.1860628000  0.0799346000  0.1800000000  7.3345604000  0.0483695000 -0.0276677000  0.6403881000  0.2393286000 -0.1477697000
-0.1835207000  0.0799346000  0.1800000000  7.3339791000  0.0534318000 -0.0277191000  0.6365973000  0.2384515000 -0.1473774000
-0.1809785000  0.0799346000  0.1800000000  7.3346310000  0.0560083000 -0.0240605000  0.6382526000  0.2368769000 -0.1475671000
-0.1784364000  0.0799346000  0.1800000000  7.3352036000  0.0561392000 -0.0221581000  0.6440983000  0.2362418000 -0.1488540000
-0.1758943000  0.0799346000  0.1800000000  7.3348846000  0.0577938000 -0.0228875000  0.6455764000  0.2376049000 -0.1468206000
-0.1733522000  0.0799346000  0.1800000000  7.3337064000  0.0550377000 -0.0202154000  0.6478565000  0.2387785000 -0.1456638000
-0.1708100000  0.0799346000  0.1800000000  7.3324318000  0.0555775000 -0.0186680000  0.6511139000  0.2382903000 -0.1434909000
-0.1682679000  0.0799346000  0.1800000000  7.3303528000  0.0573385000 -0.0185719000  0.6536779000  0.2383599000 -0.1430138000
-0.1657258000  0.0799346000  0.1800000000  7.3275375000  0.0575829000 -0.0192256000  0.6544117000  0.2410851000 -0.1463662000
-0.1631836000  0.0799346000  0.1800000000  7.3244100000  0.0591991000 -0.0177633000  0.6567408000  0.2441861000 -0.1479162000
-0.1606415000  0.0799346000  0.1800000000  7.3207769000  0.0611463000 -0.0205876000  0.6585534000  0.2431832000 -0.1482039000
-0.1580994000  0.0799346000  0.1800000000  7.3194146000  0.0612510000 -0.0254821000  0.6593059000  0.2410531000 -0.1479771000
-0.1555573000  0.0799346000  0.1800000000  7.3197088000  0.0601081000 -0.0276720000  0.6603174000  0.2376693000 -0.1469113000
-0.1530151000  0.0799346000  0.1800000000  7.3208914000  0.0596558000 -0.0217606000  0.6633402000  0.2321193000 -0.1446015000
-0.1504730000  0.0799346000  0.1800000000  7.3231974000  0.0656794000 -0.0175398000  0.6598846000  0.2280034000 -0.1461545000
-0.1479309000  0.0799346000  0.1800000000  7.3236809000  0.0725387000 -0.0191976000  0.6542284000  0.2254036000 -0.1455777000
-0.1453887000  0.0799346000  0.1800000000  7.3235912000  0.0763543000 -0.0221871000  0.6502617000  0.2245268000 -0.1429290000
-0.1428466000  0.0799346000  0.1800000000  7.3244109000  0.0760363000 -0.0250440000  0.6486979000  0.2250771000 -0.1393556000
-0.1403045000  0.0799346000  0.1800000000  7.3262372000  0.0726366000 -0.0285223000  0.6475429000  0.2261762000 -0.1371732000
-0.1377624000  0.0799346000  0.1800000000  7.3296962000  0.0711358000 -0.0243681000  0.6465335000  0.2260640000 -0.1328475000
