,Unnamed: 0,Unnamed: 1,Unnamed: 2,X m,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Y m,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Z m,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,U m/s,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,V m/s,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,W m/s,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,uu m^2/s^2,vv m^2/s^2,Unnamed: 51,Unnamed: 52,uv m^2/s^2,Unnamed: 54
0,,0.0766193,,0.0413528,-0.12,,7.1854615,-0.0087232,,0.0473451,,0.8439145,,0.2021239,-0.1547205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0.0791602,,0.0413528,-0.12,,7.1874089,-0.0130203,,0.0551786,,0.8426559,,0.2056037,-0.155104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,0.0817011,,0.0413528,-0.12,,7.1883135,-0.0210358,,0.0608385,,0.8434976,,0.2074973,-0.1549646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,0.0842419,,0.0413528,-0.12,,7.1886482,-0.0272522,,0.0668787,,0.8451529,,0.2082965,-0.154419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,0.0867828,,0.0413528,-0.12,,7.1886377,-0.0224764,,0.0772355,,0.8463356,,0.2079376,-0.1533491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,0.0893237,,0.0413528,-0.12,,7.1881862,-0.0205737,,0.0860122,,0.8482845,,0.2092002,-0.1532109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,0.0918646,,0.0413528,-0.12,,7.1879549,-0.022779,,0.0938113,,0.8498939,,0.2109705,-0.153015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,0.0944055,,0.0413528,-0.12,,7.188334,-0.0311788,,0.1005543,,0.850522,,0.2129156,-0.1522783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,0.0969463,,0.0413528,-0.12,,7.1900654,-0.0292096,,0.1133176,,0.8459019,,0.211402,-0.1514016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,0.0994872,,0.0413528,-0.12,,7.1903219,-0.0274548,,0.1211183,,0.8429441,,0.2106073,-0.1513312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,0.1020281,,0.0413528,-0.12,,7.1887293,-0.0272309,,0.1225593,,0.8425316,,0.2110232,-0.1522194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,0.104569,,0.0413528,-0.12,,7.1877933,-0.0308192,,0.1276186,,0.8428209,,0.210337,-0.1536499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
