,Unnamed: 0,Unnamed: 1,Unnamed: 2,X m,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Y m,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Z m,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,U m/s,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,V m/s,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,W m/s,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,uu m^2/s^2,vv m^2/s^2,Unnamed: 51,Unnamed: 52,uv m^2/s^2,Unnamed: 54
0,,0.0766193,,0.0413528,-0.03,,6.6976657,-0.0826745,,0.1928719,,0.9022655,,0.2627195,-0.0644293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0.0791602,,0.0413528,-0.03,,6.6730781,-0.0817598,,0.205094,,0.9084926,,0.2671095,-0.0599153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,0.0817011,,0.0413528,-0.03,,6.6507835,-0.0830477,,0.2165539,,0.9147902,,0.2739159,-0.0565052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,0.0842419,,0.0413528,-0.03,,6.6321898,-0.0866216,,0.2254721,,0.9207845,,0.2813928,-0.0542965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,0.0867828,,0.0413528,-0.03,,6.6185408,-0.0915133,,0.2303685,,0.9261403,,0.2863897,-0.0527366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,0.0893237,,0.0413528,-0.03,,6.6030545,-0.0968739,,0.2284245,,0.9320307,,0.2911466,-0.0502196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,0.0918646,,0.0413528,-0.03,,6.586813,-0.1034457,,0.2311139,,0.9343134,,0.2919961,-0.0505842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,0.0944055,,0.0413528,-0.03,,6.5705214,-0.0999994,,0.2305901,,0.9402485,,0.293863,-0.0486627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,0.0969463,,0.0413528,-0.03,,6.5557976,-0.0869472,,0.22749,,0.9501067,,0.2982035,-0.0444814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,0.0994872,,0.0413528,-0.03,,6.5436049,-0.0830385,,0.2361978,,0.9529155,,0.3019307,-0.0462395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,0.1020281,,0.0413528,-0.03,,6.5260167,-0.0952293,,0.2396471,,0.9607221,,0.3068238,-0.0468922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,0.104569,,0.0413528,-0.03,,6.5121651,-0.1049529,,0.2437592,,0.9670064,,0.311447,-0.0490539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,0.1071099,,0.0413528,-0.03,,6.5005999,-0.1082978,,0.2457818,,0.9751346,,0.3163955,-0.0514759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,0.1096507,,0.0413528,-0.03,,6.4885826,-0.1040333,,0.24246,,0.9892108,,0.3223666,-0.0523718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,0.1121916,,0.0413528,-0.03,,6.4808531,-0.0980858,,0.2434893,,1.0004175,,0.3266773,-0.0518974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,0.1147325,,0.0413528,-0.03,,6.4684372,-0.1003504,,0.2444539,,1.0129791,,0.3317502,-0.0517975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,0.1172734,,0.0413528,-0.03,,6.4564228,-0.1009126,,0.2492201,,1.0258217,,0.3362225,-0.0549686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,0.1198142,,0.0413528,-0.03,,6.4448252,-0.0967105,,0.256146,,1.0445719,,0.3417216,-0.0599201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,0.1223551,,0.0413528,-0.03,,6.4248114,-0.0909848,,0.2556242,,1.0866095,,0.3545473,-0.0587537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,0.124896,,0.0413528,-0.03,,6.4157262,-0.083694,,0.2523216,,1.1013576,,0.3566285,-0.0573789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,0.1274369,,0.0413528,-0.03,,6.4027281,-0.076892,,0.2469606,,1.1163716,,0.3570102,-0.055179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,0.1299778,,0.0413528,-0.03,,6.3891287,-0.0715386,,0.2422095,,1.133225,,0.3578864,-0.0545971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,0.1325186,,0.0413528,-0.03,,6.3789787,-0.0679045,,0.240277,,1.150499,,0.3608229,-0.0575891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,0.1350595,,0.0413528,-0.03,,6.3622541,-0.0605037,,0.2356517,,1.1655655,,0.3685672,-0.0573755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,0.1376004,,0.0413528,-0.03,,6.3541622,-0.0518856,,0.238407,,1.1705213,,0.3714204,-0.0597564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,0.1401413,,0.0413528,-0.03,,6.3404102,-0.0466183,,0.2362093,,1.1802825,,0.3744624,-0.0624494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,0.1426822,,0.0413528,-0.03,,6.3206377,-0.0455389,,0.2283555,,1.1937846,,0.3767971,-0.0641842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,0.1452231,,0.0413528,-0.03,,6.3096776,-0.0464122,,0.2249724,,1.1943431,,0.3713709,-0.0639151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,0.1477639,,0.0413528,-0.03,,6.2965164,-0.0465286,,0.2224877,,1.2031996,,0.3781431,-0.0615554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,0.1503048,,0.0413528,-0.03,,6.2890964,-0.0420607,,0.2222622,,1.2053376,,0.3824965,-0.0614719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,0.1528457,,0.0413528,-0.03,,6.2792873,-0.0361201,,0.2190203,,1.2097924,,0.3875378,-0.0619531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,0.1553866,,0.0413528,-0.03,,6.260983,-0.031644,,0.2091357,,1.2237597,,0.3959778,-0.0612906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,0.1579274,,0.0413528,-0.03,,6.2529573,-0.0255748,,0.2048204,,1.226017,,0.3964302,-0.061657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,0.1604683,,0.0413528,-0.03,,6.2382832,-0.0205304,,0.1963025,,1.2398672,,0.404885,-0.0571096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
